title	year	party	municipality	district	votes	share
Veľké Kosihy - KDH - 2010	7	KDH	Veľké Kosihy	Okres Komárno	0	0.00
Veľké Kosihy - ĽSNS - 2010	7	ĽSNS	Veľké Kosihy	Okres Komárno	0	0.00
Veľké Kosihy - SDKÚ - DS - 2010	7	SDKÚ - DS	Veľké Kosihy	Okres Komárno	16	2.97
Veľké Kosihy - AZEN - 2010	7	AZEN	Veľké Kosihy	Okres Komárno	1	0.18
Veľké Kosihy - SMER - 2010	7	SMER	Veľké Kosihy	Okres Komárno	21	3.90
Veľké Kosihy - MOST - HÍD - 2010	7	MOST - HÍD	Veľké Kosihy	Okres Komárno	360	66.91
Virt - SRK - 2010	7	SRK	Virt	Okres Komárno	0	0.00
Virt - Paliho Kapurková - 2010	7	Paliho Kapurková	Virt	Okres Komárno	0	0.00
Virt - SaS - 2010	7	SaS	Virt	Okres Komárno	0	0.00
Virt - SDĽ - 2010	7	SDĽ	Virt	Okres Komárno	1	0.58
Virt - SMK - MKP - 2010	7	SMK - MKP	Virt	Okres Komárno	79	46.19
Virt - ĽS - HZDS - 2010	7	ĽS - HZDS	Virt	Okres Komárno	9	5.26
Virt - KSS - 2010	7	KSS	Virt	Okres Komárno	0	0.00
Virt - SNS - 2010	7	SNS	Virt	Okres Komárno	4	2.33
Virt - ND - 2010	7	ND	Virt	Okres Komárno	1	0.58
Virt - ZRS - 2010	7	ZRS	Virt	Okres Komárno	0	0.00
Virt - KDH - 2010	7	KDH	Virt	Okres Komárno	0	0.00
Virt - ĽSNS - 2010	7	ĽSNS	Virt	Okres Komárno	0	0.00
Virt - SDKÚ - DS - 2010	7	SDKÚ - DS	Virt	Okres Komárno	14	8.18
Virt - AZEN - 2010	7	AZEN	Virt	Okres Komárno	0	0.00
Virt - SMER - 2010	7	SMER	Virt	Okres Komárno	19	11.11
Virt - MOST - HÍD - 2010	7	MOST - HÍD	Virt	Okres Komárno	44	25.73
Vrbová nad Váhom - SRK - 2010	7	SRK	Vrbová nad Váhom	Okres Komárno	2	0.78
Vrbová nad Váhom - Paliho Kapurková - 2010	7	Paliho Kapurková	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - SaS - 2010	7	SaS	Vrbová nad Váhom	Okres Komárno	3	1.18
Vrbová nad Váhom - SDĽ - 2010	7	SDĽ	Vrbová nad Váhom	Okres Komárno	2	0.78
Vrbová nad Váhom - SMK - MKP - 2010	7	SMK - MKP	Vrbová nad Váhom	Okres Komárno	114	44.88
Vrbová nad Váhom - ĽS - HZDS - 2010	7	ĽS - HZDS	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - KSS - 2010	7	KSS	Vrbová nad Váhom	Okres Komárno	1	0.39
Vrbová nad Váhom - SNS - 2010	7	SNS	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - ND - 2010	7	ND	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - ZRS - 2010	7	ZRS	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - KDH - 2010	7	KDH	Vrbová nad Váhom	Okres Komárno	1	0.39
Vrbová nad Váhom - ĽSNS - 2010	7	ĽSNS	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - SDKÚ - DS - 2010	7	SDKÚ - DS	Vrbová nad Váhom	Okres Komárno	4	1.57
Vrbová nad Váhom - AZEN - 2010	7	AZEN	Vrbová nad Váhom	Okres Komárno	0	0.00
Vrbová nad Váhom - SMER - 2010	7	SMER	Vrbová nad Váhom	Okres Komárno	3	1.18
Vrbová nad Váhom - MOST - HÍD - 2010	7	MOST - HÍD	Vrbová nad Váhom	Okres Komárno	124	48.81
Zemianska Olča - SRK - 2010	7	SRK	Zemianska Olča	Okres Komárno	1	0.07
Zemianska Olča - Paliho Kapurková - 2010	7	Paliho Kapurková	Zemianska Olča	Okres Komárno	1	0.07
Zemianska Olča - SaS - 2010	7	SaS	Zemianska Olča	Okres Komárno	25	1.96
Zemianska Olča - SDĽ - 2010	7	SDĽ	Zemianska Olča	Okres Komárno	1	0.07
Zemianska Olča - SMK - MKP - 2010	7	SMK - MKP	Zemianska Olča	Okres Komárno	496	39.05
Zemianska Olča - ĽS - HZDS - 2010	7	ĽS - HZDS	Zemianska Olča	Okres Komárno	2	0.15
Zemianska Olča - KSS - 2010	7	KSS	Zemianska Olča	Okres Komárno	1	0.07
Zemianska Olča - SNS - 2010	7	SNS	Zemianska Olča	Okres Komárno	3	0.23
Zemianska Olča - ND - 2010	7	ND	Zemianska Olča	Okres Komárno	0	0.00
Zemianska Olča - ZRS - 2010	7	ZRS	Zemianska Olča	Okres Komárno	1	0.07
Zemianska Olča - KDH - 2010	7	KDH	Zemianska Olča	Okres Komárno	6	0.47
Zemianska Olča - ĽSNS - 2010	7	ĽSNS	Zemianska Olča	Okres Komárno	0	0.00
Zemianska Olča - SDKÚ - DS - 2010	7	SDKÚ - DS	Zemianska Olča	Okres Komárno	55	4.33
Zemianska Olča - AZEN - 2010	7	AZEN	Zemianska Olča	Okres Komárno	0	0.00
Zemianska Olča - SMER - 2010	7	SMER	Zemianska Olča	Okres Komárno	35	2.75
Zemianska Olča - MOST - HÍD - 2010	7	MOST - HÍD	Zemianska Olča	Okres Komárno	635	50.00
Zlatná na Ostrove - SRK - 2010	7	SRK	Zlatná na Ostrove	Okres Komárno	1	0.09
Zlatná na Ostrove - Paliho Kapurková - 2010	7	Paliho Kapurková	Zlatná na Ostrove	Okres Komárno	4	0.37
Zlatná na Ostrove - SaS - 2010	7	SaS	Zlatná na Ostrove	Okres Komárno	16	1.49
Zlatná na Ostrove - SDĽ - 2010	7	SDĽ	Zlatná na Ostrove	Okres Komárno	4	0.37
Zlatná na Ostrove - SMK - MKP - 2010	7	SMK - MKP	Zlatná na Ostrove	Okres Komárno	548	51.31
Zlatná na Ostrove - ĽS - HZDS - 2010	7	ĽS - HZDS	Zlatná na Ostrove	Okres Komárno	9	0.84
Zlatná na Ostrove - KSS - 2010	7	KSS	Zlatná na Ostrove	Okres Komárno	0	0.00
Zlatná na Ostrove - SNS - 2010	7	SNS	Zlatná na Ostrove	Okres Komárno	4	0.37
Zlatná na Ostrove - ND - 2010	7	ND	Zlatná na Ostrove	Okres Komárno	0	0.00
Zlatná na Ostrove - ZRS - 2010	7	ZRS	Zlatná na Ostrove	Okres Komárno	1	0.09
Zlatná na Ostrove - KDH - 2010	7	KDH	Zlatná na Ostrove	Okres Komárno	0	0.00
Zlatná na Ostrove - ĽSNS - 2010	7	ĽSNS	Zlatná na Ostrove	Okres Komárno	0	0.00
Zlatná na Ostrove - SDKÚ - DS - 2010	7	SDKÚ - DS	Zlatná na Ostrove	Okres Komárno	31	2.90
Zlatná na Ostrove - AZEN - 2010	7	AZEN	Zlatná na Ostrove	Okres Komárno	1	0.09
Zlatná na Ostrove - SMER - 2010	7	SMER	Zlatná na Ostrove	Okres Komárno	34	3.18
Zlatná na Ostrove - MOST - HÍD - 2010	7	MOST - HÍD	Zlatná na Ostrove	Okres Komárno	399	37.35
Bajka - SRK - 2010	7	SRK	Bajka	Okres Levice	2	1.86
Bajka - Paliho Kapurková - 2010	7	Paliho Kapurková	Bajka	Okres Levice	0	0.00
Bajka - SaS - 2010	7	SaS	Bajka	Okres Levice	3	2.80
Bajka - SDĽ - 2010	7	SDĽ	Bajka	Okres Levice	7	6.54
Bajka - SMK - MKP - 2010	7	SMK - MKP	Bajka	Okres Levice	7	6.54
Bajka - ĽS - HZDS - 2010	7	ĽS - HZDS	Bajka	Okres Levice	1	0.93
Bajka - KSS - 2010	7	KSS	Bajka	Okres Levice	0	0.00
Bajka - SNS - 2010	7	SNS	Bajka	Okres Levice	5	4.67
Bajka - ND - 2010	7	ND	Bajka	Okres Levice	0	0.00
Bajka - ZRS - 2010	7	ZRS	Bajka	Okres Levice	0	0.00
Bajka - KDH - 2010	7	KDH	Bajka	Okres Levice	2	1.86
Bajka - ĽSNS - 2010	7	ĽSNS	Bajka	Okres Levice	0	0.00
Bajka - SDKÚ - DS - 2010	7	SDKÚ - DS	Bajka	Okres Levice	10	9.34
Bajka - AZEN - 2010	7	AZEN	Bajka	Okres Levice	0	0.00
Bajka - SMER - 2010	7	SMER	Bajka	Okres Levice	36	33.64
Bajka - MOST - HÍD - 2010	7	MOST - HÍD	Bajka	Okres Levice	30	28.03
Bátovce - SRK - 2010	7	SRK	Bátovce	Okres Levice	0	0.00
Bátovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Bátovce	Okres Levice	6	1.19
Bátovce - SaS - 2010	7	SaS	Bátovce	Okres Levice	73	14.54
Bátovce - SDĽ - 2010	7	SDĽ	Bátovce	Okres Levice	18	3.58
Bátovce - SMK - MKP - 2010	7	SMK - MKP	Bátovce	Okres Levice	1	0.19
Bátovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Bátovce	Okres Levice	23	4.58
Bátovce - KSS - 2010	7	KSS	Bátovce	Okres Levice	8	1.59
Bátovce - SNS - 2010	7	SNS	Bátovce	Okres Levice	30	5.97
Bátovce - ND - 2010	7	ND	Bátovce	Okres Levice	9	1.79
Bátovce - ZRS - 2010	7	ZRS	Bátovce	Okres Levice	3	0.59
Bátovce - KDH - 2010	7	KDH	Bátovce	Okres Levice	23	4.58
Bátovce - ĽSNS - 2010	7	ĽSNS	Bátovce	Okres Levice	17	3.38
Bátovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Bátovce	Okres Levice	55	10.95
Bátovce - AZEN - 2010	7	AZEN	Bátovce	Okres Levice	0	0.00
Bátovce - SMER - 2010	7	SMER	Bátovce	Okres Levice	218	43.42
Bátovce - MOST - HÍD - 2010	7	MOST - HÍD	Bátovce	Okres Levice	9	1.79
Beša - SRK - 2010	7	SRK	Beša	Okres Levice	0	0.00
Beša - Paliho Kapurková - 2010	7	Paliho Kapurková	Beša	Okres Levice	2	0.74
Beša - SaS - 2010	7	SaS	Beša	Okres Levice	27	10.00
Beša - SDĽ - 2010	7	SDĽ	Beša	Okres Levice	6	2.22
Beša - SMK - MKP - 2010	7	SMK - MKP	Beša	Okres Levice	50	18.51
Beša - ĽS - HZDS - 2010	7	ĽS - HZDS	Beša	Okres Levice	4	1.48
Beša - KSS - 2010	7	KSS	Beša	Okres Levice	0	0.00
Beša - SNS - 2010	7	SNS	Beša	Okres Levice	15	5.55
Beša - ND - 2010	7	ND	Beša	Okres Levice	0	0.00
Beša - ZRS - 2010	7	ZRS	Beša	Okres Levice	0	0.00
Beša - KDH - 2010	7	KDH	Beša	Okres Levice	4	1.48
Beša - ĽSNS - 2010	7	ĽSNS	Beša	Okres Levice	7	2.59
Beša - SDKÚ - DS - 2010	7	SDKÚ - DS	Beša	Okres Levice	23	8.51
Beša - AZEN - 2010	7	AZEN	Beša	Okres Levice	1	0.37
Beša - SMER - 2010	7	SMER	Beša	Okres Levice	52	19.25
Beša - MOST - HÍD - 2010	7	MOST - HÍD	Beša	Okres Levice	77	28.51
Bielovce - SRK - 2010	7	SRK	Bielovce	Okres Levice	0	0.00
Bielovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Bielovce	Okres Levice	0	0.00
Bielovce - SaS - 2010	7	SaS	Bielovce	Okres Levice	1	0.87
Bielovce - SDĽ - 2010	7	SDĽ	Bielovce	Okres Levice	0	0.00
Bielovce - SMK - MKP - 2010	7	SMK - MKP	Bielovce	Okres Levice	70	61.40
Bielovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Bielovce	Okres Levice	2	1.75
Bielovce - KSS - 2010	7	KSS	Bielovce	Okres Levice	1	0.87
Bielovce - SNS - 2010	7	SNS	Bielovce	Okres Levice	2	1.75
Bielovce - ND - 2010	7	ND	Bielovce	Okres Levice	0	0.00
Bielovce - ZRS - 2010	7	ZRS	Bielovce	Okres Levice	0	0.00
Bielovce - KDH - 2010	7	KDH	Bielovce	Okres Levice	0	0.00
Bielovce - ĽSNS - 2010	7	ĽSNS	Bielovce	Okres Levice	0	0.00
Bielovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Bielovce	Okres Levice	2	1.75
Bielovce - AZEN - 2010	7	AZEN	Bielovce	Okres Levice	0	0.00
Bielovce - SMER - 2010	7	SMER	Bielovce	Okres Levice	5	4.38
Bielovce - MOST - HÍD - 2010	7	MOST - HÍD	Bielovce	Okres Levice	20	17.54
Bohunice - SRK - 2010	7	SRK	Bohunice	Okres Levice	0	0.00
Bohunice - Paliho Kapurková - 2010	7	Paliho Kapurková	Bohunice	Okres Levice	0	0.00
Bohunice - SaS - 2010	7	SaS	Bohunice	Okres Levice	6	5.66
Bohunice - SDĽ - 2010	7	SDĽ	Bohunice	Okres Levice	10	9.43
Bohunice - SMK - MKP - 2010	7	SMK - MKP	Bohunice	Okres Levice	0	0.00
Bohunice - ĽS - HZDS - 2010	7	ĽS - HZDS	Bohunice	Okres Levice	5	4.71
Bohunice - KSS - 2010	7	KSS	Bohunice	Okres Levice	0	0.00
Bohunice - SNS - 2010	7	SNS	Bohunice	Okres Levice	8	7.54
Bohunice - ND - 2010	7	ND	Bohunice	Okres Levice	0	0.00
Bohunice - ZRS - 2010	7	ZRS	Bohunice	Okres Levice	2	1.88
Bohunice - KDH - 2010	7	KDH	Bohunice	Okres Levice	0	0.00
Bohunice - ĽSNS - 2010	7	ĽSNS	Bohunice	Okres Levice	5	4.71
Bohunice - SDKÚ - DS - 2010	7	SDKÚ - DS	Bohunice	Okres Levice	23	21.69
Bohunice - AZEN - 2010	7	AZEN	Bohunice	Okres Levice	0	0.00
Bohunice - SMER - 2010	7	SMER	Bohunice	Okres Levice	46	43.39
Bohunice - MOST - HÍD - 2010	7	MOST - HÍD	Bohunice	Okres Levice	0	0.00
Bory - SRK - 2010	7	SRK	Bory	Okres Levice	0	0.00
Bory - Paliho Kapurková - 2010	7	Paliho Kapurková	Bory	Okres Levice	0	0.00
Bory - SaS - 2010	7	SaS	Bory	Okres Levice	6	4.91
Bory - SDĽ - 2010	7	SDĽ	Bory	Okres Levice	4	3.27
Bory - SMK - MKP - 2010	7	SMK - MKP	Bory	Okres Levice	26	21.31
Bory - ĽS - HZDS - 2010	7	ĽS - HZDS	Bory	Okres Levice	1	0.81
Bory - KSS - 2010	7	KSS	Bory	Okres Levice	1	0.81
Bory - SNS - 2010	7	SNS	Bory	Okres Levice	2	1.63
Bory - ND - 2010	7	ND	Bory	Okres Levice	0	0.00
Bory - ZRS - 2010	7	ZRS	Bory	Okres Levice	0	0.00
Bory - KDH - 2010	7	KDH	Bory	Okres Levice	2	1.63
Bory - ĽSNS - 2010	7	ĽSNS	Bory	Okres Levice	7	5.73
Bory - SDKÚ - DS - 2010	7	SDKÚ - DS	Bory	Okres Levice	15	12.29
Bory - AZEN - 2010	7	AZEN	Bory	Okres Levice	0	0.00
Bory - SMER - 2010	7	SMER	Bory	Okres Levice	14	11.47
Bory - MOST - HÍD - 2010	7	MOST - HÍD	Bory	Okres Levice	40	32.78
Brhlovce - SRK - 2010	7	SRK	Brhlovce	Okres Levice	0	0.00
Brhlovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Brhlovce	Okres Levice	1	0.56
Brhlovce - SaS - 2010	7	SaS	Brhlovce	Okres Levice	27	15.25
Brhlovce - SDĽ - 2010	7	SDĽ	Brhlovce	Okres Levice	11	6.21
Brhlovce - SMK - MKP - 2010	7	SMK - MKP	Brhlovce	Okres Levice	0	0.00
Brhlovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Brhlovce	Okres Levice	9	5.08
Brhlovce - KSS - 2010	7	KSS	Brhlovce	Okres Levice	3	1.69
Brhlovce - SNS - 2010	7	SNS	Brhlovce	Okres Levice	9	5.08
Brhlovce - ND - 2010	7	ND	Brhlovce	Okres Levice	1	0.56
Brhlovce - ZRS - 2010	7	ZRS	Brhlovce	Okres Levice	0	0.00
Brhlovce - KDH - 2010	7	KDH	Brhlovce	Okres Levice	13	7.34
Brhlovce - ĽSNS - 2010	7	ĽSNS	Brhlovce	Okres Levice	3	1.69
Brhlovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Brhlovce	Okres Levice	4	2.25
Brhlovce - AZEN - 2010	7	AZEN	Brhlovce	Okres Levice	0	0.00
Brhlovce - SMER - 2010	7	SMER	Brhlovce	Okres Levice	92	51.97
Brhlovce - MOST - HÍD - 2010	7	MOST - HÍD	Brhlovce	Okres Levice	1	0.56
Čajkov - SRK - 2010	7	SRK	Čajkov	Okres Levice	1	0.16
Čajkov - Paliho Kapurková - 2010	7	Paliho Kapurková	Čajkov	Okres Levice	1	0.16
Čajkov - SaS - 2010	7	SaS	Čajkov	Okres Levice	50	8.29
Čajkov - SDĽ - 2010	7	SDĽ	Čajkov	Okres Levice	6	0.99
Čajkov - SMK - MKP - 2010	7	SMK - MKP	Čajkov	Okres Levice	0	0.00
Čajkov - ĽS - HZDS - 2010	7	ĽS - HZDS	Čajkov	Okres Levice	24	3.98
Čajkov - KSS - 2010	7	KSS	Čajkov	Okres Levice	2	0.33
Čajkov - SNS - 2010	7	SNS	Čajkov	Okres Levice	50	8.29
Čajkov - ND - 2010	7	ND	Čajkov	Okres Levice	0	0.00
Čajkov - ZRS - 2010	7	ZRS	Čajkov	Okres Levice	3	0.49
Čajkov - KDH - 2010	7	KDH	Čajkov	Okres Levice	119	19.73
Čajkov - ĽSNS - 2010	7	ĽSNS	Čajkov	Okres Levice	8	1.32
Čajkov - SDKÚ - DS - 2010	7	SDKÚ - DS	Čajkov	Okres Levice	61	10.11
Čajkov - AZEN - 2010	7	AZEN	Čajkov	Okres Levice	0	0.00
Čajkov - SMER - 2010	7	SMER	Čajkov	Okres Levice	264	43.78
Čajkov - MOST - HÍD - 2010	7	MOST - HÍD	Čajkov	Okres Levice	11	1.82
Čaka - SRK - 2010	7	SRK	Čaka	Okres Levice	1	0.22
Čaka - Paliho Kapurková - 2010	7	Paliho Kapurková	Čaka	Okres Levice	2	0.45
Čaka - SaS - 2010	7	SaS	Čaka	Okres Levice	43	9.81
Čaka - SDĽ - 2010	7	SDĽ	Čaka	Okres Levice	11	2.51
Čaka - SMK - MKP - 2010	7	SMK - MKP	Čaka	Okres Levice	1	0.22
Čaka - ĽS - HZDS - 2010	7	ĽS - HZDS	Čaka	Okres Levice	20	4.56
Čaka - KSS - 2010	7	KSS	Čaka	Okres Levice	3	0.68
Čaka - SNS - 2010	7	SNS	Čaka	Okres Levice	67	15.29
Čaka - ND - 2010	7	ND	Čaka	Okres Levice	1	0.22
Čaka - ZRS - 2010	7	ZRS	Čaka	Okres Levice	1	0.22
Čaka - KDH - 2010	7	KDH	Čaka	Okres Levice	39	8.90
Čaka - ĽSNS - 2010	7	ĽSNS	Čaka	Okres Levice	18	4.10
Čaka - SDKÚ - DS - 2010	7	SDKÚ - DS	Čaka	Okres Levice	28	6.39
Čaka - AZEN - 2010	7	AZEN	Čaka	Okres Levice	2	0.45
Čaka - SMER - 2010	7	SMER	Čaka	Okres Levice	187	42.69
Čaka - MOST - HÍD - 2010	7	MOST - HÍD	Čaka	Okres Levice	8	1.82
Čata - SRK - 2010	7	SRK	Čata	Okres Levice	5	0.79
Čata - Paliho Kapurková - 2010	7	Paliho Kapurková	Čata	Okres Levice	0	0.00
Čata - SaS - 2010	7	SaS	Čata	Okres Levice	36	5.72
Čata - SDĽ - 2010	7	SDĽ	Čata	Okres Levice	3	0.47
Čata - SMK - MKP - 2010	7	SMK - MKP	Čata	Okres Levice	276	43.87
Čata - ĽS - HZDS - 2010	7	ĽS - HZDS	Čata	Okres Levice	1	0.15
Čata - KSS - 2010	7	KSS	Čata	Okres Levice	4	0.63
Čata - SNS - 2010	7	SNS	Čata	Okres Levice	3	0.47
Čata - ND - 2010	7	ND	Čata	Okres Levice	0	0.00
Čata - ZRS - 2010	7	ZRS	Čata	Okres Levice	0	0.00
Čata - KDH - 2010	7	KDH	Čata	Okres Levice	2	0.31
Čata - ĽSNS - 2010	7	ĽSNS	Čata	Okres Levice	5	0.79
Čata - SDKÚ - DS - 2010	7	SDKÚ - DS	Čata	Okres Levice	38	6.04
Čata - AZEN - 2010	7	AZEN	Čata	Okres Levice	0	0.00
Čata - SMER - 2010	7	SMER	Čata	Okres Levice	59	9.37
Čata - MOST - HÍD - 2010	7	MOST - HÍD	Čata	Okres Levice	195	31.00
Demandice - SRK - 2010	7	SRK	Demandice	Okres Levice	3	0.59
Demandice - Paliho Kapurková - 2010	7	Paliho Kapurková	Demandice	Okres Levice	0	0.00
Demandice - SaS - 2010	7	SaS	Demandice	Okres Levice	47	9.38
Demandice - SDĽ - 2010	7	SDĽ	Demandice	Okres Levice	8	1.59
Demandice - SMK - MKP - 2010	7	SMK - MKP	Demandice	Okres Levice	65	12.97
Demandice - ĽS - HZDS - 2010	7	ĽS - HZDS	Demandice	Okres Levice	12	2.39
Demandice - KSS - 2010	7	KSS	Demandice	Okres Levice	1	0.19
Demandice - SNS - 2010	7	SNS	Demandice	Okres Levice	26	5.18
Demandice - ND - 2010	7	ND	Demandice	Okres Levice	0	0.00
Demandice - ZRS - 2010	7	ZRS	Demandice	Okres Levice	1	0.19
Demandice - KDH - 2010	7	KDH	Demandice	Okres Levice	28	5.58
Demandice - ĽSNS - 2010	7	ĽSNS	Demandice	Okres Levice	1	0.19
Demandice - SDKÚ - DS - 2010	7	SDKÚ - DS	Demandice	Okres Levice	110	21.95
Demandice - AZEN - 2010	7	AZEN	Demandice	Okres Levice	0	0.00
Demandice - SMER - 2010	7	SMER	Demandice	Okres Levice	78	15.56
Demandice - MOST - HÍD - 2010	7	MOST - HÍD	Demandice	Okres Levice	116	23.15
Devičany - SRK - 2010	7	SRK	Devičany	Okres Levice	0	0.00
Devičany - Paliho Kapurková - 2010	7	Paliho Kapurková	Devičany	Okres Levice	1	0.40
Devičany - SaS - 2010	7	SaS	Devičany	Okres Levice	25	10.24
Devičany - SDĽ - 2010	7	SDĽ	Devičany	Okres Levice	1	0.40
Devičany - SMK - MKP - 2010	7	SMK - MKP	Devičany	Okres Levice	0	0.00
Devičany - ĽS - HZDS - 2010	7	ĽS - HZDS	Devičany	Okres Levice	7	2.86
Devičany - KSS - 2010	7	KSS	Devičany	Okres Levice	5	2.04
Devičany - SNS - 2010	7	SNS	Devičany	Okres Levice	17	6.96
Devičany - ND - 2010	7	ND	Devičany	Okres Levice	1	0.40
Devičany - ZRS - 2010	7	ZRS	Devičany	Okres Levice	2	0.81
Devičany - KDH - 2010	7	KDH	Devičany	Okres Levice	2	0.81
Devičany - ĽSNS - 2010	7	ĽSNS	Devičany	Okres Levice	6	2.45
Devičany - SDKÚ - DS - 2010	7	SDKÚ - DS	Devičany	Okres Levice	27	11.06
Devičany - AZEN - 2010	7	AZEN	Devičany	Okres Levice	0	0.00
Devičany - SMER - 2010	7	SMER	Devičany	Okres Levice	144	59.01
Devičany - MOST - HÍD - 2010	7	MOST - HÍD	Devičany	Okres Levice	3	1.22
Dolná Seč - SRK - 2010	7	SRK	Dolná Seč	Okres Levice	0	0.00
Dolná Seč - Paliho Kapurková - 2010	7	Paliho Kapurková	Dolná Seč	Okres Levice	1	0.56
Dolná Seč - SaS - 2010	7	SaS	Dolná Seč	Okres Levice	29	16.29
Dolná Seč - SDĽ - 2010	7	SDĽ	Dolná Seč	Okres Levice	5	2.80
Dolná Seč - SMK - MKP - 2010	7	SMK - MKP	Dolná Seč	Okres Levice	4	2.24
Dolná Seč - ĽS - HZDS - 2010	7	ĽS - HZDS	Dolná Seč	Okres Levice	8	4.49
Dolná Seč - KSS - 2010	7	KSS	Dolná Seč	Okres Levice	0	0.00
Dolná Seč - SNS - 2010	7	SNS	Dolná Seč	Okres Levice	6	3.37
Dolná Seč - ND - 2010	7	ND	Dolná Seč	Okres Levice	1	0.56
Dolná Seč - ZRS - 2010	7	ZRS	Dolná Seč	Okres Levice	0	0.00
Dolná Seč - KDH - 2010	7	KDH	Dolná Seč	Okres Levice	9	5.05
Dolná Seč - ĽSNS - 2010	7	ĽSNS	Dolná Seč	Okres Levice	0	0.00
Dolná Seč - SDKÚ - DS - 2010	7	SDKÚ - DS	Dolná Seč	Okres Levice	36	20.22
Dolná Seč - AZEN - 2010	7	AZEN	Dolná Seč	Okres Levice	0	0.00
Dolná Seč - SMER - 2010	7	SMER	Dolná Seč	Okres Levice	61	34.26
Dolná Seč - MOST - HÍD - 2010	7	MOST - HÍD	Dolná Seč	Okres Levice	17	9.55
Dolné Semerovce - SRK - 2010	7	SRK	Dolné Semerovce	Okres Levice	3	1.36
Dolné Semerovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Dolné Semerovce	Okres Levice	0	0.00
Dolné Semerovce - SaS - 2010	7	SaS	Dolné Semerovce	Okres Levice	9	4.09
Dolné Semerovce - SDĽ - 2010	7	SDĽ	Dolné Semerovce	Okres Levice	0	0.00
Dolné Semerovce - SMK - MKP - 2010	7	SMK - MKP	Dolné Semerovce	Okres Levice	92	41.81
Dolné Semerovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Dolné Semerovce	Okres Levice	8	3.63
Dolné Semerovce - KSS - 2010	7	KSS	Dolné Semerovce	Okres Levice	1	0.45
Dolné Semerovce - SNS - 2010	7	SNS	Dolné Semerovce	Okres Levice	0	0.00
